DATA_ITEM_ID,SYSTEM_NAME,DATA_ITEM_NAME,DATA_ITEM_CATEGORY,EFFDT,EFF_STATUS,DESCRIPTION,CREATED_BY,CREATION_DATE,LAST_UPDATE_DATE,LAST_UPDATED_BY
312,HRLinks,"HRLinks PAR Status",HRLinks,1900-01-01,A,"HRLinks PAR Status",HRDWCORPDATA@159.142.67.4,"2022-04-07 14:32:15","2022-10-25 11:38:49",HRDWCORPDATA@159.142.67.4
